gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
SERPINB8,GenCC,medium,Autosomal recessive,strong,peeling skin syndrome 5,,False
SERPINC1,GenCC,medium,Autosomal recessive,strong,hereditary antithrombin deficiency,,False
SERPINE1,GenCC,medium,Autosomal recessive,definitive,congenital plasminogen activator inhibitor type 1 deficiency,,False
SERPINF1,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 6,,False
SERPINF2,GenCC,medium,Autosomal recessive,definitive,alpha-2-plasmin inhibitor deficiency,,False
SERPINH1,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 10,,False
SETX,GenCC,medium,Autosomal recessive,definitive,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2",,False
SFRP4,GenCC,medium,Autosomal recessive,strong,Pyle disease,,False
SFTPB,GenCC,medium,Autosomal recessive,definitive,"surfactant metabolism dysfunction, pulmonary, 1",,False
SFXN4,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
SGCA,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,,False
SGCB,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy type 2E,,False
SGCD,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,,False
SGCG,GenCC,medium,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy type 2C,,False
SGMS1,GenCC,medium,Autosomal recessive,moderate,complex neurodevelopmental disorder,,False
SGO1,GenCC,medium,Autosomal recessive,moderate,chronic atrial and intestinal dysrhythmia,,False
SGPL1,GenCC,medium,Autosomal recessive,definitive,nephrotic syndrome 14,,False
SGSH,GenCC,medium,Autosomal recessive,definitive,mucopolysaccharidosis type 3A,,False
SGSM3,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
SH2B3,GenCC,medium,Autosomal recessive,strong,syndromic disease,,False
SH3PXD2B,GenCC,medium,Autosomal recessive,definitive,Frank-Ter Haar syndrome,,False
SH3TC2,GenCC,medium,Autosomal recessive,definitive,Charcot-Marie-Tooth disease type 4C,,False
SHARPIN,GenCC,medium,Autosomal recessive,strong,autoinflammation with episodic fever and immune dysregulation,,False
SHMT2,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with cardiomyopathy, spasticity, and brain abnormalities",,False
SHOX,GenCC,medium,Autosomal recessive,strong,Langer mesomelic dysplasia,,False
SHPK,GenCC,medium,Autosomal recessive,moderate,isolated sedoheptulokinase deficiency,,False
SHQ1,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with dystonia and seizures,,False
SHROOM3,GenCC,medium,Autosomal recessive,moderate,syndromic disease,,False
SI,GenCC,medium,Autosomal recessive,strong,congenital sucrase-isomaltase deficiency,,False
SIGMAR1,GenCC,medium,Autosomal recessive,strong,autosomal recessive distal spinal muscular atrophy 2,,False
SIK3,GenCC,medium,Autosomal recessive,moderate,"spondyloepimetaphyseal dysplasia, Krakow type",,False
SIL1,GenCC,medium,Autosomal recessive,definitive,Marinesco-Sjogren syndrome,,False
SIPA1L3,GenCC,medium,Autosomal recessive,moderate,cataract 45,,False
SIX6,GenCC,medium,Autosomal recessive,strong,colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,,False
SKIC2,GenCC,medium,Autosomal recessive,definitive,trichohepatoenteric syndrome 2,,False
SKIC3,GenCC,medium,Autosomal recessive,definitive,trichohepatoenteric syndrome 1,,False
SLC10A1,GenCC,medium,Autosomal recessive,strong,"hypercholanemia, familial, 2",,False
SLC10A7,GenCC,medium,Autosomal recessive,definitive,"short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis",,False
SLC11A2,GenCC,medium,Autosomal recessive,definitive,microcytic anemia with liver iron overload,,False
SLC12A1,GenCC,medium,Autosomal recessive,definitive,antenatal Bartter syndrome,,False
SLC12A2,GenCC,medium,Autosomal recessive,strong,Kilquist syndrome,,False
SLC12A3,GenCC,medium,Autosomal recessive,strong,Gitelman syndrome,,False
SLC12A5,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 34",,False
SLC12A6,GenCC,medium,Autosomal recessive,definitive,agenesis of the corpus callosum with peripheral neuropathy,,False
SLC12A9,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
SLC13A1,GenCC,medium,Autosomal recessive,moderate,sulfation-related bone disorder,,False
SLC13A3,GenCC,medium,Autosomal recessive,strong,"leukoencephalopathy, acute reversible, with increased urinary alpha-ketoglutarate",,False
SLC13A5,GenCC,medium,Autosomal recessive,definitive,"developmental and epileptic encephalopathy, 25",,False
SLC16A1,GenCC,medium,Autosomal recessive,definitive,ketoacidosis due to monocarboxylate transporter-1 deficiency,,False
SLC17A5,GenCC,medium,Autosomal recessive,definitive,free sialic acid storage disease,,False
SLC18A2,GenCC,medium,Autosomal recessive,definitive,brain dopamine-serotonin vesicular transport disease,,False
SLC18A3,GenCC,medium,Autosomal recessive,strong,congenital myasthenic syndrome 21,,False
SLC19A1,GenCC,medium,Autosomal recessive,moderate,combined immunodeficiency,,False
SLC19A2,GenCC,medium,Autosomal recessive,definitive,thiamine-responsive megaloblastic anemia syndrome,,False
SLC19A3,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
SLC1A1,GenCC,medium,Autosomal recessive,strong,dicarboxylic aminoaciduria,,False
SLC1A2,GenCC,medium,Autosomal recessive,moderate,"developmental and epileptic encephalopathy, 41",,False
SLC1A4,GenCC,medium,Autosomal recessive,definitive,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,,False
SLC22A12,GenCC,medium,Autosomal recessive,strong,"hypouricemia, renal 1",,False
SLC22A5,GenCC,medium,Autosomal recessive,definitive,systemic primary carnitine deficiency disease,,False
SLC24A1,GenCC,medium,Autosomal recessive,definitive,inherited retinal dystrophy,,False
SLC24A4,GenCC,medium,Autosomal recessive,strong,amelogenesis imperfecta hypomaturation type 2A5,,False
SLC24A5,GenCC,medium,Autosomal recessive,definitive,oculocutaneous albinism type 6,,False
SLC25A1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
SLC25A10,GenCC,medium,Autosomal recessive,moderate,mitochondrial DNA depletion syndrome 19,,False
SLC25A12,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 39",,False
SLC25A13,GenCC,medium,Autosomal recessive,definitive,citrin deficiency,,False
SLC25A15,GenCC,medium,Autosomal recessive,definitive,ornithine translocase deficiency,,False
SLC25A19,GenCC,medium,Autosomal recessive,strong,Amish lethal microcephaly,,False
SLC25A20,GenCC,medium,Autosomal recessive,definitive,carnitine-acylcarnitine translocase deficiency,,False
SLC25A21,GenCC,medium,Autosomal recessive,moderate,mitochondrial DNA depletion syndrome 18,,False
SLC25A22,GenCC,medium,Autosomal recessive,definitive,genetic developmental and epileptic encephalopathy,,False
SLC25A26,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
SLC25A3,GenCC,medium,Autosomal recessive,strong,cardiomyopathy-hypotonia-lactic acidosis syndrome,,False
SLC25A32,GenCC,medium,Autosomal recessive,strong,"exercise intolerance, riboflavin-responsive",,False
SLC25A36,GenCC,medium,Autosomal recessive,strong,"hyperinsulinemic hypoglycemia, familial, 8",,False
SLC25A38,GenCC,medium,Autosomal recessive,definitive,sideroblastic anemia 2,,False
SLC25A4,GenCC,medium,Autosomal recessive,definitive,"mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive",,False
SLC25A42,GenCC,medium,Autosomal recessive,strong,"metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression",,False
SLC25A46,GenCC,medium,Autosomal recessive,definitive,"neuropathy, hereditary motor and sensory, type 6B",,False
SLC26A1,GenCC,medium,Autosomal recessive,moderate,nephrolithiasis susceptibility caused by SLC26A1,,False
SLC26A2,GenCC,medium,Autosomal recessive,definitive,achondrogenesis type IB,,False
SLC26A3,GenCC,medium,Autosomal recessive,definitive,congenital secretory chloride diarrhea 1,,False
SLC26A4,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 4,,False
SLC26A5,GenCC,medium,Autosomal recessive,strong,autosomal recessive nonsyndromic hearing loss 61,,False
SLC26A7,GenCC,medium,Autosomal recessive,strong,congenital hypothyroidism,,False
SLC26A8,GenCC,medium,Autosomal recessive,strong,non-syndromic male infertility due to sperm motility disorder,,False
SLC27A4,GenCC,medium,Autosomal recessive,definitive,ichthyosis prematurity syndrome,,False
SLC29A3,GenCC,medium,Autosomal recessive,definitive,H syndrome,,False
SLC2A1,GenCC,medium,Autosomal recessive,strong,encephalopathy due to GLUT1 deficiency,,False
SLC2A10,GenCC,medium,Autosomal recessive,definitive,arterial tortuosity syndrome,,False
SLC2A2,GenCC,medium,Autosomal recessive,definitive,glycogen storage disease due to GLUT2 deficiency,,False
SLC2A9,GenCC,medium,Autosomal recessive,strong,"hypouricemia, renal, 2",,False
SLC30A10,GenCC,medium,Autosomal recessive,strong,cirrhosis - dystonia - polycythemia - hypermanganesemia syndrome,,False
SLC30A5,GenCC,medium,Autosomal recessive,moderate,cardiomyopathy,,False
SLC30A9,GenCC,medium,Autosomal recessive,definitive,psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,,False
SLC31A1,GenCC,medium,Autosomal recessive,moderate,neurodegeneration and seizures due to copper transport defect,,False
SLC33A1,GenCC,medium,Autosomal recessive,definitive,Huppke-Brendel syndrome,,False
SLC34A1,GenCC,medium,Autosomal recessive,definitive,"hypercalcemia, infantile, 2",,False
SLC34A2,GenCC,medium,Autosomal recessive,definitive,pulmonary alveolar microlithiasis,,False
SLC34A3,GenCC,medium,Autosomal recessive,strong,hereditary hypophosphatemic rickets with hypercalciuria,,False
SLC35A1,GenCC,medium,Autosomal recessive,strong,SLC35A1-congenital disorder of glycosylation,,False
SLC35A3,GenCC,medium,Autosomal recessive,strong,autism spectrum disorder - epilepsy - arthrogryposis syndrome,,False
SLC35B2,GenCC,medium,Autosomal recessive,moderate,"leukodystrophy, hypomyelinating, 26, with chondrodysplasia",,False
SLC35C1,GenCC,medium,Autosomal recessive,definitive,leukocyte adhesion deficiency type II,,False
SLC35D1,GenCC,medium,Autosomal recessive,definitive,schneckenbecken dysplasia,,False
SLC37A3,GenCC,medium,Autosomal recessive,strong,retinitis pigmentosa,,False
SLC37A4,GenCC,medium,Autosomal recessive,definitive,glycogen storage disease type 1 due to SLC37A4 mutation,,False
SLC38A3,GenCC,medium,Autosomal recessive,strong,developmental and epileptic encephalopathy 102,,False
SLC38A8,GenCC,medium,Autosomal recessive,definitive,foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome,,False
SLC39A13,GenCC,medium,Autosomal recessive,definitive,"Ehlers-Danlos syndrome, spondylocheirodysplastic type",,False
SLC39A14,GenCC,medium,Autosomal recessive,strong,hypermanganesemia with dystonia 2,,False
SLC39A4,GenCC,medium,Autosomal recessive,definitive,acrodermatitis enteropathica,,False
SLC39A7,GenCC,medium,Autosomal recessive,strong,"agammaglobulinemia 9, autosomal recessive",,False
SLC39A8,GenCC,medium,Autosomal recessive,definitive,SLC39A8-CDG,,False
SLC3A1,GenCC,medium,Autosomal recessive,definitive,cystinuria,,False
SLC40A1,GenCC,medium,Autosomal recessive,definitive,hemochromatosis type 4,,False
SLC44A1,GenCC,medium,Autosomal recessive,strong,"neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline",,False
SLC45A1,GenCC,medium,Autosomal recessive,strong,intellectual developmental disorder with neuropsychiatric features,,False
SLC45A2,GenCC,medium,Autosomal recessive,definitive,oculocutaneous albinism type 4,,False
SLC46A1,GenCC,medium,Autosomal recessive,definitive,hereditary folate malabsorption,,False
SLC4A1,GenCC,medium,Autosomal recessive,strong,"renal tubular acidosis, distal, 4, with hemolytic anemia",,False
SLC4A10,GenCC,medium,Autosomal recessive,strong,complex neurodevelopmental disorder,,False
SLC4A11,GenCC,medium,Autosomal recessive,strong,congenital hereditary endothelial dystrophy of cornea,,False
SLC4A2,GenCC,medium,Autosomal recessive,moderate,"osteopetrosis, autosomal recessive 9",,False
SLC4A4,GenCC,medium,Autosomal recessive,definitive,autosomal recessive proximal renal tubular acidosis,,False
SLC4A7,GenCC,medium,Autosomal recessive,moderate,retinitis pigmentosa,,False
SLC52A2,GenCC,medium,Autosomal recessive,definitive,Brown-Vialetto-van Laere syndrome 2,,False
SLC52A3,GenCC,medium,Autosomal recessive,definitive,Brown-Vialetto-van Laere syndrome 1,,False
SLC5A1,GenCC,medium,Autosomal recessive,definitive,glucose-galactose malabsorption,,False
SLC5A2,GenCC,medium,Autosomal recessive,definitive,familial renal glucosuria,,False
SLC5A5,GenCC,medium,Autosomal recessive,definitive,thyroid dyshormonogenesis 1,,False
SLC5A6,GenCC,medium,Autosomal recessive,strong,"neurodegeneration, infantile-onset, biotin-responsive",,False
SLC5A7,GenCC,medium,Autosomal recessive,strong,congenital myasthenic syndrome 20,,False
SLC66A1,GenCC,medium,Autosomal recessive,strong,retinitis pigmentosa,,False
SLC6A17,GenCC,medium,Autosomal recessive,strong,progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome,,False
SLC6A19,GenCC,medium,Autosomal recessive,definitive,Hartnup disease,,False
SLC6A3,GenCC,medium,Autosomal recessive,definitive,SLC6A3-related dopamine transporter deficiency syndrome,,False
SLC6A5,GenCC,medium,Autosomal recessive,definitive,hyperekplexia 3,,False
SLC6A6,GenCC,medium,Autosomal recessive,moderate,hypotaurinemic retinal degeneration and cardiomyopathy,,False
SLC6A9,GenCC,medium,Autosomal recessive,definitive,atypical glycine encephalopathy,,False
SLC7A14,GenCC,medium,Autosomal recessive,strong,retinitis pigmentosa 68,,False
SLC7A5,GenCC,medium,Autosomal recessive,moderate,complex neurodevelopmental disorder,,False
SLC7A7,GenCC,medium,Autosomal recessive,definitive,lysinuric protein intolerance,,False
SLC7A9,GenCC,medium,Autosomal recessive,definitive,cystinuria,,False
SLC9A1,GenCC,medium,Autosomal recessive,strong,Lichtenstein-Knorr syndrome,,False
SLC9A3,GenCC,medium,Autosomal recessive,strong,congenital secretory sodium diarrhea 8,,False
SLCO2A1,GenCC,medium,Autosomal recessive,definitive,"hypertrophic osteoarthropathy, primary, autosomal recessive, 2",,False
SLF2,GenCC,medium,Autosomal recessive,strong,Atelis syndrome 1,,False
SLIT3,GenCC,medium,Autosomal recessive,moderate,congenital diaphragmatic hernia,,False
SLITRK6,GenCC,medium,Autosomal recessive,definitive,high myopia-sensorineural deafness syndrome,,False
SLK,GenCC,medium,Autosomal recessive,moderate,complex neurodevelopmental disorder,,False
SLURP1,GenCC,medium,Autosomal recessive,strong,mal de Meleda,,False
SLX4,GenCC,medium,Autosomal recessive,definitive,Fanconi anemia complementation group P,,False
SMARCA4,GenCC,medium,Autosomal recessive,moderate,uterine corpus sarcoma,,False
SMARCAL1,GenCC,medium,Autosomal recessive,definitive,Schimke immuno-osseous dysplasia,,False
SMARCD2,GenCC,medium,Autosomal recessive,strong,specific granule deficiency 2,,False
SMC5,GenCC,medium,Autosomal recessive,strong,Atelis syndrome 2,,False
SMG8,GenCC,medium,Autosomal recessive,definitive,Alzahrani-Kuwahara syndrome,,False
SMG9,GenCC,medium,Autosomal recessive,strong,heart and brain malformation syndrome,,False
SMN1,GenCC,medium,Autosomal recessive,definitive,"spinal muscular atrophy, type 1",,False
SMN2,GenCC,medium,Autosomal recessive,moderate,"spinal muscular atrophy, type III",,False
SMO,GenCC,medium,Autosomal recessive,strong,congenital hypothalamic hamartoma syndrome,,False
SMOC1,GenCC,medium,Autosomal recessive,definitive,microphthalmia with limb anomalies,,False
SMOC2,GenCC,medium,Autosomal recessive,strong,dentin dysplasia type I,,False
SMPD1,GenCC,medium,Autosomal recessive,definitive,acid sphingomyelinase deficiency,,False
SMPD4,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies",,False
SMURF2,GenCC,medium,Autosomal recessive,moderate,complex neurodevelopmental disorder,,False
SNAI2,GenCC,medium,Autosomal recessive,strong,Waardenburg syndrome type 2D,,False
SNAP29,GenCC,medium,Autosomal recessive,strong,CEDNIK syndrome,,False
SNAPC4,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with motor regression, progressive spastic paraplegia, and oromotor dysfunction",,False
SNF8,GenCC,medium,Autosomal recessive,strong,developmental and epileptic encephalopathy 115,,False
SNIP1,GenCC,medium,Autosomal recessive,moderate,"psychomotor retardation, epilepsy, and craniofacial dysmorphism",,False
SNORD118,GenCC,medium,Autosomal recessive,strong,leukoencephalopathy with calcifications and cysts,,False
SNRNP200,GenCC,medium,Autosomal recessive,strong,retinitis pigmentosa 33,,False
SNUPN,GenCC,medium,Autosomal recessive,definitive,"muscular dystrophy, limb-girdle, autosomal recessive 29",,False
SNX10,GenCC,medium,Autosomal recessive,definitive,autosomal recessive osteopetrosis 8,,False
SNX14,GenCC,medium,Autosomal recessive,definitive,autosomal recessive spinocerebellar ataxia 20,,False
SNX27,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
SOD1,GenCC,medium,Autosomal recessive,strong,amyotrophic lateral sclerosis type 1,,False
SOHLH1,GenCC,medium,Autosomal recessive,strong,ovarian dysgenesis 5,,False
SORD,GenCC,medium,Autosomal recessive,definitive,Charcot-Marie-Tooth disease,,False
SOST,GenCC,medium,Autosomal recessive,strong,sclerosteosis 1,,False
SOX18,GenCC,medium,Autosomal recessive,strong,hypotrichosis-lymphedema-telangiectasia syndrome,,False
SP110,GenCC,medium,Autosomal recessive,definitive,hepatic veno-occlusive disease-immunodeficiency syndrome,,False
SP7,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 12,,False
SPAG1,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia 28,,False
SPAG17,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
SPARC,GenCC,medium,Autosomal recessive,strong,osteogenesis imperfecta type 17,,False
SPART,GenCC,medium,Autosomal recessive,definitive,Troyer syndrome,,False
SPAST,GenCC,medium,Autosomal recessive,definitive,Charlevoix-Saguenay spastic ataxia,,False
SPATA16,GenCC,medium,Autosomal recessive,moderate,spermatogenic failure 6,,False
SPATA22,GenCC,medium,Autosomal recessive,moderate,infertility disorder,,False
SPATA3,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
SPATA7,GenCC,medium,Autosomal recessive,definitive,Leber congenital amaurosis 3,,False
SPATC1L,GenCC,medium,Autosomal recessive,moderate,hearing loss disorder,,False
SPEF2,GenCC,medium,Autosomal recessive,definitive,primary ciliary dyskinesia,,False
SPEG,GenCC,medium,Autosomal recessive,definitive,"myopathy, centronuclear, 5",,False
SPG11,GenCC,medium,Autosomal recessive,definitive,hereditary spastic paraplegia 11,,False
SPG21,GenCC,medium,Autosomal recessive,strong,mast syndrome,,False
SPG7,GenCC,medium,Autosomal recessive,definitive,hereditary spastic paraplegia 7,,False
SPIDR,GenCC,medium,Autosomal recessive,moderate,ovarian dysgenesis 9,,False
SPINK2,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 29,,False
SPINK5,GenCC,medium,Autosomal recessive,definitive,Netherton syndrome,,False
SPINT2,GenCC,medium,Autosomal recessive,definitive,syndromic congenital sodium diarrhea,,False
SPNS2,GenCC,medium,Autosomal recessive,moderate,"hearing loss, autosomal recessive 115",,False
SPPL2A,GenCC,medium,Autosomal recessive,moderate,immunodeficiency 86,,False
SPR,GenCC,medium,Autosomal recessive,definitive,dopa-responsive dystonia due to sepiapterin reductase deficiency,,False
SPRED2,GenCC,medium,Autosomal recessive,strong,Noonan syndrome 14,,False
SPRTN,GenCC,medium,Autosomal recessive,strong,progeroid features-hepatocellular carcinoma predisposition syndrome,,False
SPRY1,GenCC,medium,Autosomal recessive,moderate,craniosynostosis,,False
SPTA1,GenCC,medium,Autosomal recessive,definitive,hereditary spherocytosis type 3,,False
SPTB,GenCC,medium,Autosomal recessive,strong,elliptocytosis 3,,False
SPTBN2,GenCC,medium,Autosomal recessive,definitive,autosomal recessive spinocerebellar ataxia 14,,False
SPTBN4,GenCC,medium,Autosomal recessive,definitive,"neurodevelopmental disorder with hypotonia, neuropathy, and deafness",,False
SQOR,GenCC,medium,Autosomal recessive,strong,sulfide quinone oxidoreductase deficiency,,False
SQSTM1,GenCC,medium,Autosomal recessive,definitive,"neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset",,False
SRD5A2,GenCC,medium,Autosomal recessive,strong,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency",,False
SRD5A3,GenCC,medium,Autosomal recessive,definitive,SRD5A3-congenital disorder of glycosylation,,False
SRP19,GenCC,medium,Autosomal recessive,moderate,neutropenia,,False
SRP68,GenCC,medium,Autosomal recessive,moderate,"neutropenia, severe congenital, 10, autosomal recessive",,False
SSR3,GenCC,medium,Autosomal recessive,moderate,congenital disorder of glycosylation,,False
ST14,GenCC,medium,Autosomal recessive,strong,autosomal recessive congenital ichthyosis 11,,False
ST3GAL3,GenCC,medium,Autosomal recessive,strong,"developmental and epileptic encephalopathy, 15",,False
ST3GAL5,GenCC,medium,Autosomal recessive,definitive,GM3 synthase deficiency,,False
STAB1,GenCC,medium,Autosomal recessive,strong,isolated hyperferritinemia,,False
STAC3,GenCC,medium,Autosomal recessive,definitive,Bailey-Bloch congenital myopathy,,False
STAG3,GenCC,medium,Autosomal recessive,strong,premature ovarian failure 8,,False
STAMBP,GenCC,medium,Autosomal recessive,definitive,microcephaly-capillary malformation syndrome,,False
STAR,GenCC,medium,Autosomal recessive,definitive,congenital lipoid adrenal hyperplasia due to STAR deficency,,False
STAT1,GenCC,medium,Autosomal recessive,definitive,immunodeficiency 31B,,False
STAT2,GenCC,medium,Autosomal recessive,strong,primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,,False
STAT5B,GenCC,medium,Autosomal recessive,strong,"growth hormone insensitivity with immune dysregulation 1, autosomal recessive",,False
STIL,GenCC,medium,Autosomal recessive,definitive,autosomal recessive primary microcephaly,,False
STIM1,GenCC,medium,Autosomal recessive,definitive,combined immunodeficiency due to STIM1 deficiency,,False
STING1,GenCC,medium,Autosomal recessive,strong,STING-associated vasculopathy with onset in infancy,,False
STK36,GenCC,medium,Autosomal recessive,moderate,"ciliary dyskinesia, primary, 46",,False
STK4,GenCC,medium,Autosomal recessive,definitive,combined immunodeficiency due to STK4 deficiency,,False
STN1,GenCC,medium,Autosomal recessive,strong,cerebroretinal microangiopathy with calcifications and cysts 2,,False
STRA6,GenCC,medium,Autosomal recessive,definitive,Matthew-Wood syndrome,,False
STRA8,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
STRADA,GenCC,medium,Autosomal recessive,definitive,"polyhydramnios, megalencephaly, and symptomatic epilepsy",,False
STRC,GenCC,medium,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,,False
STT3A,GenCC,medium,Autosomal recessive,strong,STT3A-congenital disorder of glycosylation,,False
STUB1,GenCC,medium,Autosomal recessive,strong,autosomal recessive spinocerebellar ataxia 16,,False
STX11,GenCC,medium,Autosomal recessive,definitive,familial hemophagocytic lymphohistiocytosis 4,,False
STX1A,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
STX3,GenCC,medium,Autosomal recessive,strong,retinal dystrophy and microvillus inclusion disease,,False
STX4,GenCC,medium,Autosomal recessive,moderate,"hearing loss, autosomal recessive 123",,False
STX5,GenCC,medium,Autosomal recessive,moderate,congenital disorder of glycosylation,,False
STXBP1,GenCC,medium,Autosomal recessive,definitive,"developmental and epileptic encephalopathy, 4",,False
STXBP2,GenCC,medium,Autosomal recessive,definitive,familial hemophagocytic lymphohistiocytosis 5,,False
STXBP3,GenCC,medium,Autosomal recessive,strong,inborn error of immunity,,False
SUCLA2,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
SUCLG1,GenCC,medium,Autosomal recessive,definitive,mitochondrial DNA depletion syndrome 9,,False
SUCO,GenCC,medium,Autosomal recessive,moderate,osteogenesis imperfecta,,False
SUFU,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 32,,False
SUGCT,GenCC,medium,Autosomal recessive,strong,glutaric acidemia type 3,,False
SULT2B1,GenCC,medium,Autosomal recessive,strong,"ichthyosis, congenital, autosomal recessive 14",,False
SUMF1,GenCC,medium,Autosomal recessive,definitive,mucosulfatidosis,,False
SUN5,GenCC,medium,Autosomal recessive,strong,spermatogenic failure 16,,False
SUOX,GenCC,medium,Autosomal recessive,definitive,isolated sulfite oxidase deficiency,,False
SURF1,GenCC,medium,Autosomal recessive,definitive,Leigh syndrome,,False
SVBP,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with ataxia, hypotonia, and microcephaly",,False
SVIL,GenCC,medium,Autosomal recessive,strong,myofibrillar myopathy 10,,False
SYCE1,GenCC,medium,Autosomal recessive,strong,premature ovarian failure 12,,False
SYCP2L,GenCC,medium,Autosomal recessive,strong,premature ovarian failure 24,,False
SYNE1,GenCC,medium,Autosomal recessive,definitive,"autosomal recessive ataxia, Beauce type",,False
SYNE4,GenCC,medium,Autosomal recessive,strong,autosomal recessive nonsyndromic hearing loss 76,,False
SYNJ1,GenCC,medium,Autosomal recessive,definitive,genetic developmental and epileptic encephalopathy,,False
SYT2,GenCC,medium,Autosomal recessive,strong,"myasthenic syndrome, congenital, 7B, presynaptic, autosomal recessive",,False
SZT2,GenCC,medium,Autosomal recessive,definitive,genetic developmental and epileptic encephalopathy,,False
TAC3,GenCC,medium,Autosomal recessive,strong,hypogonadotropic hypogonadism 10 with or without anosmia,,False
TACO1,GenCC,medium,Autosomal recessive,definitive,mitochondrial disease,,False
TACR3,GenCC,medium,Autosomal recessive,strong,hypogonadotropic hypogonadism 11 with or without anosmia,,False
TACSTD2,GenCC,medium,Autosomal recessive,definitive,gelatinous drop-like corneal dystrophy,,False
TAF13,GenCC,medium,Autosomal recessive,strong,"intellectual disability, autosomal recessive 60",,False
TAF1C,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder,,False
TAF2,GenCC,medium,Autosomal recessive,strong,microcephaly-thin corpus callosum-intellectual disability syndrome,,False
TAF6,GenCC,medium,Autosomal recessive,strong,Alazami-Yuan syndrome,,False
TAF8,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy",,False
TALDO1,GenCC,medium,Autosomal recessive,definitive,transaldolase deficiency,,False
TAMM41,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation deficiency 56,,False
TANGO2,GenCC,medium,Autosomal recessive,definitive,recurrent metabolic encephalomyopathic crises-rhabdomyolysis-cardiac arrhythmia-intellectual disability syndrome,,False
TAP1,GenCC,medium,Autosomal recessive,definitive,MHC class I deficiency,,False
TAP2,GenCC,medium,Autosomal recessive,strong,MHC class I deficiency,,False
TAPBP,GenCC,medium,Autosomal recessive,moderate,MHC class I deficiency,,False
TAPT1,GenCC,medium,Autosomal recessive,strong,complex lethal osteochondrodysplasia,,False
TARS1,GenCC,medium,Autosomal recessive,strong,"trichothiodystrophy 7, nonphotosensitive",,False
TARS2,GenCC,medium,Autosomal recessive,strong,combined oxidative phosphorylation defect type 21,,False
TASP1,GenCC,medium,Autosomal recessive,strong,Suleiman-El-Hattab syndrome,,False
TAT,GenCC,medium,Autosomal recessive,definitive,tyrosinemia type II,,False
TBC1D20,GenCC,medium,Autosomal recessive,definitive,Warburg micro syndrome 4,,False
