gene_symbol,sources,confidence,moi,evidence,disease,hgnc_id,in_clinvar
DRC1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 21,HGNC:24245,False
DRC2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 27,HGNC:29937,False
DRC4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary ciliary dyskinesia 33,HGNC:4166,False
DRG1,GenCC,medium,Autosomal recessive,strong,Tan-Almurshedi syndrome,,False
DSC2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,arrhythmogenic right ventricular dysplasia 11,HGNC:3036,False
DSC3,GenCC,medium,Autosomal recessive,strong,hereditary hypotrichosis with recurrent skin vesicles,,False
DSE,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"Ehlers-Danlos syndrome, musculocontractural type 2",HGNC:21144,False
DSG1,GenCC,medium,Autosomal recessive,strong,severe dermatitis-multiple allergies-metabolic wasting syndrome,,False
DSG2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,arrhythmogenic right ventricular dysplasia 10,HGNC:3049,False
DSG3,GenCC,medium,Autosomal recessive,moderate,"blistering, acantholytic, of oral and laryngeal mucosa",,False
DSG4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hypotrichosis 6,HGNC:21307,False
DSP,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,arrhythmogenic right ventricular dysplasia 8,HGNC:3052,False
DST,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hereditary sensory and autonomic neuropathy type 6,HGNC:1090,False
DSTYK,GenCC,medium,Autosomal recessive,strong,hereditary spastic paraplegia 23,,False
DTNBP1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Hermansky-Pudlak syndrome 7,HGNC:17328,False
DTYMK,GenCC,medium,Autosomal recessive,strong,"neurodegeneration, childhood-onset, with progressive microcephaly",,False
DUOX2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,thyroid dyshormonogenesis 6,HGNC:13273,False
DUOXA2,GenCC,medium,Autosomal recessive,strong,thyroid dyshormonogenesis 5,,False
DUT,GenCC,medium,Autosomal recessive,strong,bone marrow failure and diabetes mellitus syndrome,,False
DYM,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Dyggve-Melchior-Clausen disease,HGNC:21317,False
DYNC1I2,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with microcephaly and structural brain anomalies,,False
DYNC2H1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,asphyxiating thoracic dystrophy 3,HGNC:2962,False
DYNC2I1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,short-rib thoracic dysplasia 8 with or without polydactyly,HGNC:21862,False
DYNC2I2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,short-rib thoracic dysplasia 11 with or without polydactyly,HGNC:28296,False
DYNC2LI1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,short-rib thoracic dysplasia 15 with polydactyly,HGNC:24595,False
DYNLT2B,GenCC,medium,Autosomal recessive,strong,short-rib thoracic dysplasia 17 with or without polydactyly,,False
DYSF,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive limb-girdle muscular dystrophy,HGNC:3097,False
DZIP1,GenCC,medium,Autosomal recessive,moderate,spermatogenic failure,,False
DZIP1L,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,autosomal recessive polycystic kidney disease,HGNC:26551,False
EARS2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Leigh syndrome,HGNC:29419,False
ECEL1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,distal arthrogryposis type 5D,HGNC:3147,False
ECHS1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mitochondrial short-chain Enoyl-Coa hydratase 1 deficiency,HGNC:3151,False
ECM1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,lipoid proteinosis,HGNC:3153,False
EDAR,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive",HGNC:2895,False
EDARADD,GenCC,medium,Autosomal recessive,strong,"ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive",,False
EDEM3,GenCC,medium,Autosomal recessive,strong,"congenital disorder of glycosylation, type 2v",,False
EDN1,GenCC,medium,Autosomal recessive,strong,auriculocondylar syndrome 3,,False
EDN3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Waardenburg syndrome,HGNC:3178,False
EDNRB,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Waardenburg syndrome type 4A,HGNC:3180,False
EEF1B2,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
EEF1D,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
EEFSEC,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder,,False
EFCAB7,GenCC,medium,Autosomal recessive,moderate,polydactyly,,False
EFEMP1,GenCC,medium,Autosomal recessive,strong,autosomal recessive cutis laxa type 1,,False
EFEMP2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"cutis laxa, autosomal recessive, type 1B",HGNC:3219,False
EFL1,GenCC,medium,Autosomal recessive,strong,Shwachman-Diamond syndrome 2,,False
EGFR,GenCC,medium,Autosomal recessive,strong,"inflammatory skin and bowel disease, neonatal, 2",,False
EGR2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Charcot-Marie-Tooth disease type 4E,HGNC:3239,False
EHBP1L1,GenCC,medium,Autosomal recessive,strong,non-immune hydrops fetalis,,False
EHD1,GenCC,medium,Autosomal recessive,moderate,inherited renal tubular disease,,False
EIF2A,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder,,False
EIF2AK3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Wolcott-Rallison syndrome,HGNC:3255,False
EIF2AK4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,HGNC:19687,False
EIF2B1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,leukoencephalopathy with vanishing white matter 1,HGNC:3257,False
EIF2B2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,leukoencephalopathy with vanishing white matter 2,HGNC:3258,False
EIF2B3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,leukoencephalopathy with vanishing white matter 3,HGNC:3259,False
EIF2B4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,leukoencephalopathy with vanishing white matter 4,HGNC:3260,False
EIF2B5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,leukoencephalopathy with vanishing white matter 5,HGNC:3261,False
EIF3F,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,syndromic intellectual disability,HGNC:3275,False
EIF4A3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Richieri Costa-Pereira syndrome,HGNC:18683,False
ELAC2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,mitochondrial disease,HGNC:14198,False
ELMO1,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
ELMO2,GenCC,medium,Autosomal recessive,strong,primary intraosseous venous malformation,,False
ELOVL4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital ichthyosis-intellectual disability-spastic quadriplegia syndrome,HGNC:14415,False
ELP1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,primary dysautonomia,HGNC:5959,False
ELP2,GenCC,medium,Autosomal recessive,strong,"intellectual disability, autosomal recessive 58",,False
EMC1,GenCC,medium,Autosomal recessive,strong,"cerebellar atrophy, visual impairment, and psychomotor retardation;",,False
EMC10,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,neurodevelopmental disorder with dysmorphic facies and variable seizures,HGNC:27609,False
EMG1,GenCC,medium,Autosomal recessive,strong,Bowen-Conradi syndrome,,False
EMILIN1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,arterial tortuosity-bone fragility syndrome,HGNC:19880,False
EML1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,band heterotopia of brain,HGNC:3330,False
EMP2,GenCC,medium,Autosomal recessive,strong,"nephrotic syndrome, type 10",,False
EN1,GenCC,medium,Autosomal recessive,strong,EN1-related dorsoventral syndrome,,False
ENAM,GenCC,medium,Autosomal recessive,strong,amelogenesis imperfecta type 1C,,False
ENO3,GenCC,medium,Autosomal recessive,strong,glycogen storage disease due to muscle beta-enolase deficiency,,False
ENPP1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"arterial calcification, generalized, of infancy, 1",HGNC:3356,False
ENTPD1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,complex hereditary spastic paraplegia,HGNC:3363,False
EOGT,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Adams-Oliver syndrome 4,HGNC:28526,False
EP400,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with or without early-onset generalized epilepsy,,False
EPB41,GenCC,medium,Autosomal recessive,strong,elliptocytosis 1,,False
EPB41L3,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with seizures, hypotonia, and brain imaging abnormalities",,False
EPB42,GenCC,medium,Autosomal recessive,strong,hereditary spherocytosis type 5,,False
EPCAM,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital diarrhea 5 with tufting enteropathy,HGNC:11529,False
EPG5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Vici syndrome,HGNC:29331,False
EPHA2,GenCC,medium,Autosomal recessive,strong,eye disorder,,False
EPHB2,GenCC,medium,Autosomal recessive,moderate,"bleeding disorder, platelet-type, 22",,False
EPM2A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Lafora disease,HGNC:3413,False
EPRS1,GenCC,medium,Autosomal recessive,strong,"leukodystrophy, hypomyelinating, 15",,False
EPS8,GenCC,medium,Autosomal recessive,definitive,autosomal recessive nonsyndromic hearing loss 102,,False
EPS8L2,GenCC,medium,Autosomal recessive,strong,"hearing loss, autosomal recessive 106",,False
ERAL1,GenCC,medium,Autosomal recessive,moderate,Perrault syndrome 6,,False
ERBB3,GenCC,medium,Autosomal recessive,strong,lethal congenital contracture syndrome 2,,False
ERCC1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,cerebrooculofacioskeletal syndrome 4,HGNC:3433,False
ERCC2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,xeroderma pigmentosum group D,HGNC:3434,False
ERCC3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,xeroderma pigmentosum group B,HGNC:3435,False
ERCC4,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,xeroderma pigmentosum group F,HGNC:3436,False
ERCC5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,xeroderma pigmentosum group G,HGNC:3437,False
ERCC6,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Cockayne spectrum with or without cerebrooculofacioskeletal syndrome,HGNC:3438,False
ERCC6L2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,pancytopenia-developmental delay syndrome,HGNC:26922,False
ERCC8,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Cockayne syndrome type 1,HGNC:3439,False
ERGIC1,GenCC,medium,Autosomal recessive,strong,"arthrogryposis multiplex congenita 2, neurogenic type",,False
ERGIC3,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder,,False
ERI1,GenCC,medium,Autosomal recessive,strong,Hoxha-Aliu syndrome,,False
ERLIN1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hereditary spastic paraplegia 62,HGNC:16947,False
ERLIN2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hereditary spastic paraplegia 18,HGNC:1356,False
ESAM,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"neurodevelopmental disorder with intracranial hemorrhage, seizures, and spasticity",HGNC:17474,False
ESCO2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Roberts-SC phocomelia syndrome,HGNC:27230,False
ESPN,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,HGNC:13281,False
ESR1,GenCC,medium,Autosomal recessive,strong,estrogen resistance syndrome,,False
ESR2,GenCC,medium,Autosomal recessive,moderate,male infertility with azoospermia or oligozoospermia due to single gene mutation,,False
ESRP1,GenCC,medium,Autosomal recessive,moderate,"hearing loss, autosomal recessive 109",,False
ESRRB,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,nonsyndromic genetic hearing loss,HGNC:3473,False
ETFA,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,multiple acyl-CoA dehydrogenase deficiency,HGNC:3481,False
ETFB,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,multiple acyl-CoA dehydrogenase deficiency,HGNC:3482,False
ETFDH,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,multiple acyl-CoA dehydrogenase deficiency,HGNC:3483,False
ETHE1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Leigh syndrome,HGNC:23287,False
EVC,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Ellis-van Creveld syndrome,HGNC:3497,False
EVC2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Ellis-van Creveld syndrome,HGNC:19747,False
EXOC2,GenCC,medium,Autosomal recessive,moderate,neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia,,False
EXOC3L2,GenCC,medium,Autosomal recessive,strong,brain malformation renal syndrome,,False
EXOC6B,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"spondyloepimetaphyseal dysplasia with joint laxity, type 3",HGNC:17085,False
EXOC7,GenCC,medium,Autosomal recessive,strong,neurodevelopmental disorder with seizures and brain atrophy,,False
EXOC8,GenCC,medium,Autosomal recessive,strong,"neurodevelopmental disorder with microcephaly, seizures, and brain atrophy",,False
EXOSC2,GenCC,medium,Autosomal recessive,strong,retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome,,False
EXOSC3,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,pontocerebellar hypoplasia type 1B,HGNC:17944,False
EXOSC5,GenCC,medium,Autosomal recessive,strong,"cerebellar ataxia, brain abnormalities, and cardiac conduction defects",,False
EXOSC8,GenCC,medium,Autosomal recessive,strong,"pontocerebellar hypoplasia, type 1C",,False
EXOSC9,GenCC,medium,Autosomal recessive,strong,"pontocerebellar hypoplasia, type 1D",,False
EXPH5,GenCC,medium,Autosomal recessive,strong,"epidermolysis bullosa simplex 4, localized or generalized intermediate, autosomal recessive",,False
EXT2,GenCC,medium,Autosomal recessive,strong,seizures-scoliosis-macrocephaly syndrome,,False
EXTL3,GenCC,medium,Autosomal recessive,strong,immunoskeletal dysplasia with neurodevelopmental abnormalities,,False
EYS,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,retinitis pigmentosa 25,HGNC:21555,False
EZH1,GenCC,medium,Autosomal recessive,definitive,complex neurodevelopmental disorder,,False
F10,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital factor X deficiency,HGNC:3528,False
F11,GenCC,medium,Autosomal recessive,strong,congenital factor XI deficiency,,False
F12,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital factor XII deficiency,HGNC:3530,False
F13A1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"factor XIII, A subunit, deficiency of",HGNC:3531,False
F13B,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,"factor XIII, b subunit, deficiency of",HGNC:3534,False
F2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital prothrombin deficiency,HGNC:3535,False
F5,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital factor V deficiency,HGNC:3542,False
F7,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,congenital factor VII deficiency,HGNC:3544,False
FA2H,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,hereditary spastic paraplegia 35,HGNC:21197,False
FADD,GenCC,medium,Autosomal recessive,strong,FADD-related immunodeficiency,,False
FAH,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,tyrosinemia type I,HGNC:3579,False
FAM149B1,GenCC,medium,Autosomal recessive,strong,Joubert syndrome 36,,False
FAM161A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,retinitis pigmentosa 28,HGNC:25808,False
FAM177A1,GenCC,medium,Autosomal recessive,strong,Mendelian neurodevelopmental disorder,,False
FAM20A,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,amelogenesis imperfecta type 1G,HGNC:23015,False
FAM20B,GenCC,medium,Autosomal recessive,moderate,Desbuquois dysplasia,,False
FAM20C,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,lethal osteosclerotic bone dysplasia,HGNC:22140,False
FAN1,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,karyomegalic interstitial nephritis,HGNC:29170,False
FANCA,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group A,HGNC:3582,False
FANCC,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group C,HGNC:3584,False
FANCD2,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group D2,HGNC:3585,False
FANCE,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group E,HGNC:3586,False
FANCF,LocalExcel_GenCC_AR;GenCC,high,Autosomal recessive,definitive,Fanconi anemia complementation group F,HGNC:3587,False
